-144.0, 58
-1848.0, -24
-2672.0, -58
-3240.0, -26
-3560.0, 8
-4072.0, -44
-4568.0, 20
-4720.0, 0
-5016.0, -10
-5216.0, -32
-5304.0, 18
-5608.0, -6
-5568.0, -12
-5736.0, -66
-5808.0, -64
-6000.0, -68
-6144.0, -114
-6128.0, -120
-6176.0, -112
-6120.0, -108
-6208.0, -158
-6208.0, -166
-6160.0, -180
-6352.0, -176
-6304.0, -144
-6192.0, -168
-6448.0, -160
-6520.0, -160
-6712.0, -212
-6832.0, -220
-6808.0, -216
-6784.0, -222
-6728.0, -200
-6752.0, -186
-6696.0, -194
-6656.0, -198
-6664.0, -182
-6792.0, -194
-6824.0, -204
-6920.0, -198
-6880.0, -214
-6872.0, -238
-6832.0, -252
-6832.0, -230
-6872.0, -234
-6904.0, -254
-6968.0, -258
-7080.0, -254
-7064.0, -260
-7104.0, -254
-7072.0, -236
-7056.0, -214
-7072.0, -198
-7072.0, -206
-7040.0, -178
-7144.0, -184
-7184.0, -186
-7160.0, -166
-7256.0, -184
-7272.0, -190
-7304.0, -184
-7424.0, -214
-7472.0, -200
-7408.0, -214
-7464.0, -216
-7424.0, -192
-7520.0, -172
-7480.0, -170
-7448.0, -154
-7520.0, -154
-7560.0, -170
-7528.0, -170
-7544.0, -180
-7592.0, -170
-7584.0, -184
-7512.0, -176
-7424.0, -182
-7472.0, -172
-7456.0, -166
-7512.0, -166
-7392.0, -152
-7320.0, -122
-7328.0, -118
-7400.0, -112
-7424.0, -134
-7424.0, -108
-7328.0, -104
-7496.0, -110
-7480.0, -120
-7528.0, -122
-7472.0, -126
-7392.0, -122
-7368.0, -114
-7440.0, -134
-7480.0, -126
-7504.0, -118
-7472.0, -122
-7408.0, -124
-7464.0, -124
-7448.0, -94
-7520.0, -110
-7504.0, -108
-7480.0, -116
-7448.0, -106
-7368.0, -108
-7400.0, -96
-7424.0, -66
-7352.0, -48
-7400.0, -60
-7528.0, -80
-7496.0, -88
-7512.0, -64
-7424.0, -70
-7528.0, -82
-7560.0, -90
-7592.0, -100
-7576.0, -92
-7616.0, -104
-7608.0, -108
-7528.0, -84
-7584.0, -106
-7504.0, -114
-7600.0, -112
-7728.0, -114
-7768.0, -114
-7816.0, -112
-7752.0, -114
-7784.0, -88
-7864.0, -90
-7864.0, -76
-7808.0, -76
-7832.0, -82
-7936.0, -108
-7856.0, -104
-7904.0, -112
-7768.0, -120
-7784.0, -116
-7880.0, -138
-7840.0, -124
-7864.0, -134
-7808.0, -136
-7720.0, -128
-7568.0, -104
-7672.0, -96
-7608.0, -84
-7648.0, -80
-7720.0, -70
-7640.0, -68
-7792.0, -80
-7704.0, -82
-7672.0, -98
-7528.0, -100
-7592.0, -106
-7624.0, -118
-7648.0, -96
-7680.0, -92
-7768.0, -96
-7800.0, -76
-7800.0, -76
-7816.0, -78
-7808.0, -86
-7792.0, -84
-7936.0, -64
-7880.0, -74
-7848.0, -64
-7864.0, -42
-7864.0, -68
-7960.0, -60
-7952.0, -54
-8032.0, -50
-8072.0, -42
-8008.0, -42
-8056.0, -52
-8128.0, -38
-8088.0, -54
-8136.0, -58
-8072.0, -52
-8048.0, -48
-8080.0, -62
-8064.0, -56
-7976.0, -38
-8072.0, -30
-8056.0, -24
-7952.0, -38
-7944.0, -36
-7816.0, -46
-7824.0, -50
-7744.0, -68
-7760.0, -76
-7928.0, -80
-7944.0, -98
-7936.0, -110
-7944.0, -100
-7904.0, -84
-7848.0, -98
-7832.0, -96
-7848.0, -118
-7880.0, -108
-7776.0, -88
-7736.0, -108
-7824.0, -84
-7792.0, -76
-7776.0, -78
-7808.0, -94
-7792.0, -102
-7808.0, -102
-7776.0, -110
-7840.0, -108
-7920.0, -104
-7888.0, -106
-7928.0, -118
-7888.0, -132
-7912.0, -130
-7976.0, -136
-8024.0, -148
-7992.0, -172
-7896.0, -210
-7920.0, -226
-7864.0, -214
-7856.0, -232
-7936.0, -242
-7912.0, -274
-7960.0, -270
-7968.0, -276
-7952.0, -260
-8032.0, -250
-8064.0, -230
-8072.0, -250
-8184.0, -246
-8096.0, -244
-8064.0, -262
-8024.0, -238
-8064.0, -234
-8096.0, -234
-8080.0, -240
-8000.0, -228
-7968.0, -212
-8024.0, -218
-8032.0, -222
-8088.0, -230
-8056.0, -236
-8088.0, -252
-8168.0, -252
-8136.0, -266
-8144.0, -254
-8152.0, -256
-8080.0, -254
-8016.0, -262
-7976.0, -270
-7968.0, -288
-8048.0, -292
-8048.0, -308
-8008.0, -310
-8056.0, -312
-8080.0, -310
-8112.0, -298
-8080.0, -288
-8112.0, -296
-8136.0, -288
-8168.0, -304
-8144.0, -310
-8120.0, -324
-8128.0, -312
-7984.0, -290
-7968.0, -282
-7952.0, -254
-7976.0, -258
-8016.0, -252
-7992.0, -256
-8088.0, -254
-8048.0, -256
-8072.0, -260
-8080.0, -240
-7936.0, -262
-7928.0, -260
-7920.0, -270
-7920.0, -244
-8000.0, -270
-7968.0, -270
-7928.0, -270
